Mass,Position,Velocity,Acceleration
25735.0,"[-9424.863897190162, 1059.4406341995075, 0.0]","[-1.2592207857976403, -3.6060515664990684, 0.0]","[0.004404242098033462, -0.0004968250019219433, 0.0]"
25735.0,"[-9426.12311797596, 1055.8345826330085, 0.0]","[-1.2548171404335577, -3.606546572946352, 0.0]","[0.004403645364082621, -0.0004950064472833618, 0.0]"
25735.0,"[-9427.377935116394, 1052.228036060062, 0.0]","[-1.2504140896164988, -3.607039762026407, 0.0]","[0.004403050817058914, -0.0004931890800550857, 0.0]"
25735.0,"[-9428.62834920601, 1048.6209962980356, 0.0]","[-1.2460116311609701, -3.607531134921864, 0.0]","[0.004402458455528652, -0.0004913728954567735, 0.0]"
25735.0,"[-9429.874360837171, 1045.0134651631138, 0.0]","[-1.2416097628829064, -3.60802069281058, 0.0]","[0.00440186827806375, -0.0004895578887156358, 0.0]"
25735.0,"[-9431.115970600054, 1041.405444470303, 0.0]","[-1.2372084825996648, -3.6085084368656464, 0.0]","[0.004401280283241711, -0.00048774405506640177, 0.0]"
25735.0,"[-9432.353179082655, 1037.7969360334375, 0.0]","[-1.2328077881300192, -3.6089943682553978, 0.0]","[0.004400694469645633, -0.00048593138975128506, 0.0]"
25735.0,"[-9433.585986870785, 1034.187941665182, 0.0]","[-1.228407677294155, -3.609478488143418, 0.0]","[0.004400110835864189, -0.00048411988801994927, 0.0]"
25735.0,"[-9434.814394548079, 1030.5784631770387, 0.0]","[-1.2240081479136633, -3.6099607976885473, 0.0]","[0.0043995293804916305, -0.0004823095451294754, 0.0]"
25735.0,"[-9436.038402695993, 1026.9685023793502, 0.0]","[-1.2196091978115355, -3.6104412980448917, 0.0]","[0.0043989501021277615, -0.00048050035634432533, 0.0]"
25735.0,"[-9437.258011893804, 1023.3580610813053, 0.0]","[-1.2152108248121576, -3.610919990361828, 0.0]","[0.0043983729993779625, -0.00047869231693631163, 0.0]"
25735.0,"[-9438.473222718616, 1019.7471410909435, 0.0]","[-1.2108130267413044, -3.6113968757840125, 0.0]","[0.004397798070853156, -0.0004768854221845614, 0.0]"
25735.0,"[-9439.684035745357, 1016.1357442151594, 0.0]","[-1.2064158014261346, -3.611871955451388, 0.0]","[0.004397225315169811, -0.0004750796673754834, 0.0]"
25735.0,"[-9440.890451546782, 1012.523872259708, 0.0]","[-1.2020191466951846, -3.6123452304991908, 0.0]","[0.004396654730949932, -0.0004732750478027345, 0.0]"
25735.0,"[-9442.092470693477, 1008.9115270292089, 0.0]","[-1.1976230603783635, -3.612816702057958, 0.0]","[0.004396086316821061, -0.0004714715587671869, 0.0]"
25735.0,"[-9443.290093753854, 1005.2987103271508, 0.0]","[-1.1932275403069472, -3.613286371253535, 0.0]","[0.004395520071416255, -0.00046966919557689434, 0.0]"
25735.0,"[-9444.483321294161, 1001.6854239558974, 0.0]","[-1.1888325843135732, -3.6137542392070823, 0.0]","[0.004394955993374097, -0.00046786795354705854, 0.0]"
25735.0,"[-9445.672153878475, 998.0716697166903, 0.0]","[-1.1844381902322345, -3.6142203070350822, 0.0]","[0.004394394081338675, -0.0004660678279999971, 0.0]"
25735.0,"[-9446.856592068707, 994.4574494096552, 0.0]","[-1.180044355898275, -3.6146845758493473, 0.0]","[0.004393834333959588, -0.0004642688142651103, 0.0]"
25735.0,"[-9448.036636424606, 990.8427648338059, 0.0]","[-1.175651079148383, -3.615147046757026, 0.0]","[0.004393276749891919, -0.0004624709076788463, 0.0]"
25735.0,"[-9449.212287503755, 987.2276177870489, 0.0]","[-1.1712583578205866, -3.615607720860611, 0.0]","[0.004392721327796258, -0.0004606741035846717, 0.0]"
25735.0,"[-9450.383545861576, 983.6120100661883, 0.0]","[-1.166866189754248, -3.616066599257944, 0.0]","[0.004392168066338658, -0.00045887839733303525, 0.0]"
25735.0,"[-9451.55041205133, 979.9959434669304, 0.0]","[-1.1624745727900574, -3.6165236830422254, 0.0]","[0.00439161696419067, -0.00045708378428133806, 0.0]"
25735.0,"[-9452.71288662412, 976.3794197838881, 0.0]","[-1.1580835047700282, -3.6169789733020195, 0.0]","[0.004391068020029302, -0.00045529025979389886, 0.0]"
25735.0,"[-9453.87097012889, 972.7624408105861, 0.0]","[-1.1536929835374912, -3.6174324711212615, 0.0]","[0.0043905212325370275, -0.000453497819241923, 0.0]"
25735.0,"[-9455.024663112428, 969.1450083394649, 0.0]","[-1.1493030069370893, -3.617884177579265, 0.0]","[0.004389976600401784, -0.00045170645800346953, 0.0]"
25735.0,"[-9456.173966119366, 965.5271241618856, 0.0]","[-1.1449135728147724, -3.6183340937507285, 0.0]","[0.004389434122316945, -0.0004499161714634176, 0.0]"
25735.0,"[-9457.31887969218, 961.9087900681349, 0.0]","[-1.140524679017791, -3.618782220705742, 0.0]","[0.004388893796981341, -0.0004481269550134364, 0.0]"
25735.0,"[-9458.459404371199, 958.2900078474291, 0.0]","[-1.1361363233946917, -3.619228559509794, 0.0]","[0.004388355623099237, -0.00044633880405195247, 0.0]"
25735.0,"[-9459.595540694594, 954.6707792879193, 0.0]","[-1.1317485037953114, -3.6196731112237783, 0.0]","[0.004387819599380326, -0.0004445517139841156, 0.0]"
25735.0,"[-9460.72728919839, 951.0511061766956, 0.0]","[-1.1273612180707717, -3.6201158769040003, 0.0]","[0.004387285724539725, -0.00044276568022176907, 0.0]"
25735.0,"[-9461.85465041646, 947.4309902997916, 0.0]","[-1.1229744640734738, -3.6205568576021836, 0.0]","[0.00438675399729797, -0.00044098069818341706, 0.0]"
25735.0,"[-9462.977624880534, 943.8104334421894, 0.0]","[-1.1185882396570928, -3.620996054365478, 0.0]","[0.0043862244163810115, -0.0004391967632941927, 0.0]"
25735.0,"[-9464.09621312019, 940.1894373878239, 0.0]","[-1.1142025426765725, -3.6214334682364635, 0.0]","[0.004385696980520202, -0.00043741387098582605, 0.0]"
25735.0,"[-9465.210415662867, 936.5680039195875, 0.0]","[-1.1098173709881203, -3.6218691002531602, 0.0]","[0.004385171688452292, -0.0004356320166966126, 0.0]"
25735.0,"[-9466.320233033855, 932.9461348193342, 0.0]","[-1.1054327224492009, -3.6223029514490315, 0.0]","[0.004384648538919427, -0.00043385119587138223, 0.0]"
25735.0,"[-9467.425665756304, 929.3238318678852, 0.0]","[-1.1010485949185318, -3.622735022852993, 0.0]","[0.004384127530669135, -0.00043207140396146613, 0.0]"
25735.0,"[-9468.526714351223, 925.7010968450322, 0.0]","[-1.0966649862560776, -3.6231653154894174, 0.0]","[0.004383608662454329, -0.0004302926364246674, 0.0]"
25735.0,"[-9469.62337933748, 922.0779315295428, 0.0]","[-1.0922818943230443, -3.6235938303781428, 0.0]","[0.00438309193303329, -0.00042851488872522797, 0.0]"
25735.0,"[-9470.715661231803, 918.4543376991646, 0.0]","[-1.0878993169818747, -3.6240205685344766, 0.0]","[0.004382577341169672, -0.00042673815633379863, 0.0]"
25735.0,"[-9471.803560548786, 914.8303171306302, 0.0]","[-1.0835172520962422, -3.624445530969204, 0.0]","[0.004382064885632488, -0.0004249624347274069, 0.0]"
25735.0,"[-9472.887077800882, 911.205871599661, 0.0]","[-1.079135697531046, -3.6248687186885933, 0.0]","[0.0043815545651961045, -0.00042318771938942574, 0.0]"
25735.0,"[-9473.966213498414, 907.5810028809724, 0.0]","[-1.0747546511524058, -3.6252901326944027, 0.0]","[0.004381046378640239, -0.0004214140058095432, 0.0]"
25735.0,"[-9475.040968149566, 903.955712748278, 0.0]","[-1.0703741108276559, -3.6257097739838864, 0.0]","[0.004380540324749951, -0.00041964128948373126, 0.0]"
25735.0,"[-9476.111342260394, 900.3300029742941, 0.0]","[-1.0659940744253402, -3.6261276435498004, 0.0]","[0.004380036402315638, -0.00041786956591421476, 0.0]"
25735.0,"[-9477.177336334818, 896.7038753307443, 0.0]","[-1.0616145398152073, -3.62654374238041, 0.0]","[0.004379534610133026, -0.0004160988306094401, 0.0]"
25735.0,"[-9478.238950874633, 893.0773315883639, 0.0]","[-1.057235504868204, -3.626958071459494, 0.0]","[0.004379034947003167, -0.00041432907908404537, 0.0]"
25735.0,"[-9479.2961863795, 889.4503735169044, 0.0]","[-1.0528569674564716, -3.627370631766353, 0.0]","[0.004378537411732432, -0.0004125603068588294, 0.0]"
25735.0,"[-9480.349043346958, 885.8230028851381, 0.0]","[-1.048478925453339, -3.6277814242758137, 0.0]","[0.0043780420031325085, -0.0004107925094607205, 0.0]"
25735.0,"[-9481.397522272411, 882.1952214608623, 0.0]","[-1.0441013767333187, -3.6281904499582365, 0.0]","[0.0043775487200203795, -0.0004090256824227461, 0.0]"
25735.0,"[-9482.441623649145, 878.5670310109041, 0.0]","[-1.0397243191721004, -3.6285977097795206, 0.0]","[0.0043770575612183385, -0.00040725982128400346, 0.0]"
25735.0,"[-9483.481347968318, 874.9384333011245, 0.0]","[-1.0353477506465465, -3.6290032047011103, 0.0]","[0.004376568525553978, -0.00040549492158962813, 0.0]"
25735.0,"[-9484.516695718965, 871.3094300964234, 0.0]","[-1.0309716690346864, -3.629406935680001, 0.0]","[0.004376081611860168, -0.00040373097889076335, 0.0]"
25735.0,"[-9485.547667388, 867.6800231607434, 0.0]","[-1.0265960722157113, -3.6298089036687453, 0.0]","[0.004375596818975068, -0.00040196798874453057, 0.0]"
25735.0,"[-9486.574263460216, 864.0502142570747, 0.0]","[-1.022220958069969, -3.630209109615459, 0.0]","[0.004375114145742115, -0.00040020594671399924, 0.0]"
25735.0,"[-9487.596484418285, 860.4200051474593, 0.0]","[-1.017846324478959, -3.630607554463827, 0.0]","[0.004374633591010018, -0.0003984448483681561, 0.0]"
25735.0,"[-9488.614330742765, 856.7893975929954, 0.0]","[-1.0134721693253264, -3.631004239153109, 0.0]","[0.004374155153632751, -0.00039668468928187584, 0.0]"
25735.0,"[-9489.62780291209, 853.1583933538424, 0.0]","[-1.0090984904928568, -3.631399164618145, 0.0]","[0.004373678832469548, -0.0003949254650358903, 0.0]"
25735.0,"[-9490.636901402582, 849.5269941892242, 0.0]","[-1.004725285866472, -3.6317923317893617, 0.0]","[0.0043732046263849, -0.00039316717121675967, 0.0]"
25735.0,"[-9491.641626688448, 845.8952018574348, 0.0]","[-1.0003525533322233, -3.6321837415927787, 0.0]","[0.004372732534248546, -0.0003914098034168416, 0.0]"
25735.0,"[-9492.64197924178, 842.263018115842, 0.0]","[-0.9959802907772878, -3.632573394950013, 0.0]","[0.0043722625549354665, -0.0003896533572342618, 0.0]"
25735.0,"[-9493.637959532558, 838.630444720892, 0.0]","[-0.9916084960899619, -3.632961292778286, 0.0]","[0.004371794687325877, -0.00038789782827288436, 0.0]"
25735.0,"[-9494.629568028648, 834.9974834281137, 0.0]","[-0.9872371671596567, -3.6333474359904283, 0.0]","[0.004371328930305234, -0.0003861432121422828, 0.0]"
25735.0,"[-9495.616805195807, 831.3641359921232, 0.0]","[-0.9828663018768925, -3.633731825494886, 0.0]","[0.004370865282764212, -0.0003843895044577092, 0.0]"
25735.0,"[-9496.599671497683, 827.7304041666283, 0.0]","[-0.9784958981332937, -3.634114462195726, 0.0]","[0.004370403743598711, -0.0003826367008400657, 0.0]"
25735.0,"[-9497.578167395815, 824.0962897044326, 0.0]","[-0.9741259538215838, -3.634495346992642, 0.0]","[0.0043699443117098495, -0.0003808847969158751, 0.0]"
25735.0,"[-9498.552293349638, 820.46179435744, 0.0]","[-0.9697564668355799, -3.6348744807809594, 0.0]","[0.004369486986003948, -0.0003791337883172504, 0.0]"
25735.0,"[-9499.522049816473, 816.8269198766591, 0.0]","[-0.9653874350701874, -3.635251864451641, 0.0]","[0.004369031765392534, -0.00037738367068186623, 0.0]"
25735.0,"[-9500.487437251542, 813.1916680122074, 0.0]","[-0.9610188564213951, -3.635627498891294, 0.0]","[0.004368578648792338, -0.00037563443965293083, 0.0]"
25735.0,"[-9501.448456107964, 809.5560405133161, 0.0]","[-0.9566507287862698, -3.636001384982173, 0.0]","[0.004368127635125282, -0.0003738860908791546, 0.0]"
25735.0,"[-9502.40510683675, 805.920039128334, 0.0]","[-0.9522830500629513, -3.6363735236021877, 0.0]","[0.004367678723318473, -0.0003721386200147225, 0.0]"
25735.0,"[-9503.357389886813, 802.2836656047318, 0.0]","[-0.9479158181506471, -3.636743915624907, 0.0]","[0.004367231912304213, -0.00037039202271926526, 0.0]"
25735.0,"[-9504.305305704964, 798.6469216891069, 0.0]","[-0.9435490309496272, -3.637112561919565, 0.0]","[0.00436678720101996, -0.000368646294657828, 0.0]"
25735.0,"[-9505.248854735913, 795.0098091271873, 0.0]","[-0.9391826863612188, -3.6374794633510654, 0.0]","[0.004366344588408365, -0.0003669014315008451, 0.0]"
25735.0,"[-9506.188037422275, 791.3723296638362, 0.0]","[-0.9348167822878016, -3.6378446207799895, 0.0]","[0.0043659040734172405, -0.00036515742892410886, 0.0]"
25735.0,"[-9507.122854204563, 787.7344850430562, 0.0]","[-0.9304513166328021, -3.6382080350625983, 0.0]","[0.0043654656549995535, -0.00036341428260874055, 0.0]"
25735.0,"[-9508.053305521196, 784.0962770079936, 0.0]","[-0.9260862873006886, -3.6385697070508396, 0.0]","[0.004365029332113434, -0.00036167198824116277, 0.0]"
25735.0,"[-9508.979391808498, 780.4577073009428, 0.0]","[-0.9217216921969665, -3.6389296375923528, 0.0]","[0.004364595103722166, -0.0003599305415130712, 0.0]"
25735.0,"[-9509.901113500695, 776.8187776633505, 0.0]","[-0.9173575292281724, -3.6392878275304743, 0.0]","[0.00436416296879417, -0.00035818993812140377, 0.0]"
25735.0,"[-9510.818471029923, 773.17948983582, 0.0]","[-0.9129937963018694, -3.639644277704243, 0.0]","[0.004363732926303021, -0.0003564501737683152, 0.0]"
25735.0,"[-9511.731464826225, 769.5398455581158, 0.0]","[-0.908630491326642, -3.639998988948404, 0.0]","[0.004363304975227417, -0.0003547112441611458, 0.0]"
25735.0,"[-9512.640095317553, 765.8998465691674, 0.0]","[-0.9042676122120907, -3.6403519620934164, 0.0]","[0.004362879114551195, -0.0003529731450123943, 0.0]"
25735.0,"[-9513.544362929764, 762.259494607074, 0.0]","[-0.8999051568688274, -3.6407031979654563, 0.0]","[0.004362455343263315, -0.0003512358720396901, 0.0]"
25735.0,"[-9514.444268086632, 758.6187914091086, 0.0]","[-0.8955431232084696, -3.641052697386422, 0.0]","[0.004362033660357858, -0.0003494994209657639, 0.0]"
25735.0,"[-9515.33981120984, 754.9777387117222, 0.0]","[-0.8911815091436356, -3.6414004611739403, 0.0]","[0.0043616140648340225, -0.0003477637875184198, 0.0]"
25735.0,"[-9516.230992718984, 751.3363382505482, 0.0]","[-0.8868203125879395, -3.641746490141371, 0.0]","[0.004361196555696117, -0.0003460289674305074, 0.0]"
25735.0,"[-9517.117813031571, 747.6945917604069, 0.0]","[-0.8824595314559859, -3.642090785097811, 0.0]","[0.004360781131953551, -0.00034429495643989325, 0.0]"
25735.0,"[-9518.000272563027, 744.052500975309, 0.0]","[-0.878099163663365, -3.6424333468481, 0.0]","[0.004360367792620844, -0.00034256175028943346, 0.0]"
25735.0,"[-9518.87837172669, 740.410067628461, 0.0]","[-0.8737392071266474, -3.642774176192827, 0.0]","[0.004359956536717608, -0.00034082934472694514, 0.0]"
25735.0,"[-9519.752110933818, 736.7672934522682, 0.0]","[-0.8693796597633789, -3.6431132739283325, 0.0]","[0.004359547363268539, -0.0003390977355051786, 0.0]"
25735.0,"[-9520.621490593581, 733.1241801783399, 0.0]","[-0.8650205194920755, -3.6434506408467144, 0.0]","[0.00435914027130343, -0.00033736691838178964, 0.0]"
25735.0,"[-9521.486511113073, 729.4807295374932, 0.0]","[-0.8606617842322183, -3.643786277735834, 0.0]","[0.004358735259857149, -0.0003356368891193117, 0.0]"
25735.0,"[-9522.347172897305, 725.8369432597574, 0.0]","[-0.8563034519042486, -3.644120185379319, 0.0]","[0.004358332327969645, -0.0003339076434851282, 0.0]"
25735.0,"[-9523.20347634921, 722.1928230743781, 0.0]","[-0.8519455204295627, -3.6444523645565705, 0.0]","[0.0043579314746859344, -0.00033217917725144404, 0.0]"
25735.0,"[-9524.05542186964, 718.5483707098216, 0.0]","[-0.8475879877305066, -3.6447828160427655, 0.0]","[0.004357532699056103, -0.0003304514861952594, 0.0]"
25735.0,"[-9524.90300985737, 714.9035878937789, 0.0]","[-0.8432308517303713, -3.645111540608864, 0.0]","[0.004357136000135297, -0.0003287245660983408, 0.0]"
25735.0,"[-9525.7462407091, 711.2584763531701, 0.0]","[-0.8388741103533875, -3.6454385390216113, 0.0]","[0.004356741376983727, -0.0003269984127471946, 0.0]"
25735.0,"[-9526.585114819454, 707.6130378141485, 0.0]","[-0.8345177615247209, -3.6457638120435445, 0.0]","[0.004356348828666646, -0.00032527302193303867, 0.0]"
25735.0,"[-9527.419632580979, 703.9672740021049, 0.0]","[-0.8301618031704665, -3.6460873604329964, 0.0]","[0.004355958354254363, -0.0003235483894517754, 0.0]"
25735.0,"[-9528.24979438415, 700.3211866416719, 0.0]","[-0.8258062332176442, -3.6464091849441003, 0.0]","[0.004355569952822228, -0.00032182451110396467, 0.0]"
25735.0,"[-9529.075600617367, 696.6747774567278, 0.0]","[-0.8214510495941936, -3.6467292863267953, 0.0]","[0.004355183623450636, -0.00032010138269479604, 0.0]"
25735.0,"[-9529.897051666961, 693.028048170401, 0.0]","[-0.8170962502289686, -3.6470476653268293, 0.0]","[0.004354799365225005, -0.0003183790000340613, 0.0]"
25735.0,"[-9530.71414791719, 689.3810005050742, 0.0]","[-0.8127418330517328, -3.6473643226857653, 0.0]","[0.004354417177235791, -0.00031665735893612776, 0.0]"
25735.0,"[-9531.526889750241, 685.7336361823884, 0.0]","[-0.8083877959931542, -3.6476792591409852, 0.0]","[0.004354037058578478, -0.00031493645521991133, 0.0]"
25735.0,"[-9532.335277546234, 682.0859569232474, 0.0]","[-0.8040341369848006, -3.6479924754256943, 0.0]","[0.004353659008353564, -0.0003132162847088486, 0.0]"
25735.0,"[-9533.139311683219, 678.4379644478217, 0.0]","[-0.799680853959134, -3.648303972268925, 0.0]","[0.0043532830256665656, -0.0003114968432308704, 0.0]"
25735.0,"[-9533.938992537178, 674.7896604755529, 0.0]","[-0.795327944849506, -3.6486137503955436, 0.0]","[0.004352909109628011, -0.0003097781266183742, 0.0]"
25735.0,"[-9534.734320482028, 671.1410467251574, 0.0]","[-0.7909754075901525, -3.648921810526252, 0.0]","[0.004352537259353444, -0.00030806013070819863, 0.0]"
25735.0,"[-9535.525295889618, 667.4921249146311, 0.0]","[-0.7866232401161891, -3.6492281533775937, 0.0]","[0.004352167473963395, -0.0003063428513415943, 0.0]"
25735.0,"[-9536.311919129734, 663.8428967612534, 0.0]","[-0.7822714403636057, -3.649532779661958, 0.0]","[0.004351799752583412, -0.0003046262843641995, 0.0]"
25735.0,"[-9537.094190570097, 660.1933639815915, 0.0]","[-0.7779200062692617, -3.649835690087584, 0.0]","[0.004351434094344028, -0.0003029104256260114, 0.0]"
25735.0,"[-9537.872110576365, 656.5435282915039, 0.0]","[-0.7735689357708809, -3.6501368853585654, 0.0]","[0.004351070498380762, -0.00030119527098136016, 0.0]"
25735.0,"[-9538.645679512136, 652.8933914061453, 0.0]","[-0.7692182268070468, -3.6504363661748545, 0.0]","[0.004350708963834131, -0.00029948081628888243, 0.0]"
25735.0,"[-9539.414897738943, 649.2429550399704, 0.0]","[-0.7648678773171972, -3.650734133232266, 0.0]","[0.00435034948984962, -0.00029776705741149407, 0.0]"
25735.0,"[-9540.17976561626, 645.5922209067381, 0.0]","[-0.7605178852416195, -3.6510301872224824, 0.0]","[0.0043499920755777, -0.00029605399021636426, 0.0]"
25735.0,"[-9540.9402835015, 641.9411907195157, 0.0]","[-0.7561682485214456, -3.651324528833057, 0.0]","[0.0043496367201738126, -0.00029434161057488855, 0.0]"
25735.0,"[-9541.696451750022, 638.2898661906827, 0.0]","[-0.7518189650986472, -3.65161715874742, 0.0]","[0.004349283422798377, -0.00029262991436266293, 0.0]"
25735.0,"[-9542.44827071512, 634.6382490319353, 0.0]","[-0.7474700329160304, -3.6519080776448796, 0.0]","[0.004348932182616757, -0.00029091889745945596, 0.0]"
25735.0,"[-9543.195740748037, 630.9863409542904, 0.0]","[-0.7431214499172312, -3.6521972862006287, 0.0]","[0.004348582998799297, -0.0002892085557491842, 0.0]"
25735.0,"[-9543.938862197954, 627.3341436680898, 0.0]","[-0.7387732140467099, -3.6524847850857487, 0.0]","[0.004348235870521284, -0.00028749888511988447, 0.0]"
25735.0,"[-9544.677635412001, 623.681658883004, 0.0]","[-0.734425323249747, -3.6527705749672124, 0.0]","[0.004347890796962973, -0.0002857898814636891, 0.0]"
25735.0,"[-9545.41206073525, 620.0288883080368, 0.0]","[-0.7300777754724375, -3.653054656507889, 0.0]","[0.0043475477773095485, -0.00028408154067679743, 0.0]"
25735.0,"[-9546.142138510722, 616.375833651529, 0.0]","[-0.7257305686616863, -3.6533370303665484, 0.0]","[0.004347206810751155, -0.000282373858659452, 0.0]"
25735.0,"[-9546.867869079384, 612.7224966211625, 0.0]","[-0.7213837007652034, -3.6536176971978644, 0.0]","[0.004346867896482867, -0.0002806668313159107, 0.0]"
25735.0,"[-9547.58925278015, 609.0688789239646, 0.0]","[-0.7170371697314987, -3.6538966576524188, 0.0]","[0.0043465310337046995, -0.00027896045455442126, 0.0]"
25735.0,"[-9548.306289949882, 605.4149822663121, 0.0]","[-0.7126909735098771, -3.654173912376706, 0.0]","[0.004346196221621605, -0.00027725472428719565, 0.0]"
25735.0,"[-9549.018980923393, 601.7608083539354, 0.0]","[-0.7083451100504337, -3.6544494620131363, 0.0]","[0.004345863459443451, -0.0002755496364303831, 0.0]"
25735.0,"[-9549.727326033442, 598.1063588919222, 0.0]","[-0.7039995773040486, -3.6547233072000402, 0.0]","[0.0043455327463850415, -0.0002738451869040449, 0.0]"
25735.0,"[-9550.431325610747, 594.4516355847222, 0.0]","[-0.6996543732223826, -3.6549954485716722, 0.0]","[0.0043452040816661, -0.0002721413716321286, 0.0]"
25735.0,"[-9551.13097998397, 590.7966401361506, 0.0]","[-0.6953094957578713, -3.655265886758215, 0.0]","[0.004344877464511259, -0.0002704381865424412, 0.0]"
25735.0,"[-9551.826289479726, 587.1413742493924, 0.0]","[-0.6909649428637212, -3.6555346223857814, 0.0]","[0.00434455289415007, -0.000268735627566624, 0.0]"
25735.0,"[-9552.51725442259, 583.4858396270066, 0.0]","[-0.6866207124939042, -3.6558016560764215, 0.0]","[0.004344230369816992, -0.0002670336906401269, 0.0]"
25735.0,"[-9553.203875135083, 579.8300379709302, 0.0]","[-0.6822768026031528, -3.656066988448124, 0.0]","[0.004343909890751389, -0.0002653323717021824, 0.0]"
25735.0,"[-9553.886151937686, 576.173970982482, 0.0]","[-0.6779332111469553, -3.6563306201148196, 0.0]","[0.004343591456197528, -0.0002636316666957799, 0.0]"
25735.0,"[-9554.564085148833, 572.5176403623673, 0.0]","[-0.6735899360815507, -3.656592551686387, 0.0]","[0.004343275065404567, -0.00026193157156764, 0.0]"
25735.0,"[-9555.237675084914, 568.8610478106809, 0.0]","[-0.6692469753639242, -3.656852783768655, 0.0]","[0.004342960717626568, -0.00026023208226818944, 0.0]"
25735.0,"[-9555.906922060278, 565.2041950269123, 0.0]","[-0.6649043269518017, -3.6571113169634066, 0.0]","[0.004342648412122477, -0.0002585331947515344, 0.0]"
25735.0,"[-9556.57182638723, 561.5470837099489, 0.0]","[-0.6605619888036456, -3.6573681518683823, 0.0]","[0.00434233814815613, -0.0002568349049754366, 0.0]"
25735.0,"[-9557.232388376033, 557.8897155580805, 0.0]","[-0.6562199588786494, -3.6576232890772835, 0.0]","[0.004342029924996238, -0.0002551372089012856, 0.0]"
25735.0,"[-9557.888608334912, 554.2320922690033, 0.0]","[-0.6518782351367329, -3.657876729179778, 0.0]","[0.004341723741916402, -0.0002534401024940759, 0.0]"
25735.0,"[-9558.540486570048, 550.5742155398235, 0.0]","[-0.6475368155385378, -3.6581284727615, 0.0]","[0.0043414195981950916, -0.00025174358172237954, 0.0]"
25735.0,"[-9559.188023385586, 546.916087067062, 0.0]","[-0.6431956980454222, -3.6583785204040584, 0.0]","[0.004341117493115651, -0.00025004764255832164, 0.0]"
25735.0,"[-9559.831219083631, 543.2577085466579, 0.0]","[-0.638854880619456, -3.658626872685036, 0.0]","[0.004340817425966292, -0.0002483522809775548, 0.0]"
25735.0,"[-9560.47007396425, 539.5990816739728, 0.0]","[-0.6345143612234159, -3.6588735301779955, 0.0]","[0.0043405193960400915, -0.0002466574929592341, 0.0]"
25735.0,"[-9561.104588325474, 535.9402081437948, 0.0]","[-0.6301741378207809, -3.6591184934524814, 0.0]","[0.00434022340263499, -0.0002449632744859918, 0.0]"
25735.0,"[-9561.734762463295, 532.2810896503423, 0.0]","[-0.6258342083757271, -3.6593617630740254, 0.0]","[0.0043399294450537805, -0.0002432696215439115, 0.0]"
25735.0,"[-9562.360596671671, 528.6217278872683, 0.0]","[-0.621494570853123, -3.659603339604148, 0.0]","[0.0043396375226041175, -0.00024157653012250405, 0.0]"
25735.0,"[-9562.982091242524, 524.9621245476642, 0.0]","[-0.6171552232185245, -3.6598432236003626, 0.0]","[0.0043393476345985026, -0.00023988399621468183, 0.0]"
25735.0,"[-9563.599246465743, 521.3022813240639, 0.0]","[-0.6128161634381701, -3.660081415616179, 0.0]","[0.004339059780354285, -0.00023819201581673347, 0.0]"
25735.0,"[-9564.212062629182, 517.6421999084477, 0.0]","[-0.6084773894789764, -3.6603179162011075, 0.0]","[0.004338773959193658, -0.0002365005849282991, 0.0]"
25735.0,"[-9564.82054001866, 513.9818819922466, 0.0]","[-0.6041388993085328, -3.6605527259006596, 0.0]","[0.0043384901704436605, -0.00023480969955234557, 0.0]"
25735.0,"[-9565.424678917969, 510.3213292663459, 0.0]","[-0.5998006908950967, -3.660785845256355, 0.0]","[0.004338208413436163, -0.00023311935569514115, 0.0]"
25735.0,"[-9566.024479608865, 506.6605434210896, 0.0]","[-0.5954627622075889, -3.661017274805721, 0.0]","[0.004337928687507868, -0.00023142954936623017, 0.0]"
25735.0,"[-9566.619942371071, 502.99952614628387, 0.0]","[-0.5911251112155885, -3.6612470150822993, 0.0]","[0.004337650992000321, -0.00022974027657840946, 0.0]"
25735.0,"[-9567.211067482287, 499.33827913120155, 0.0]","[-0.5867877358893286, -3.661475066615647, 0.0]","[0.0043373753262598855, -0.00022805153334770238, 0.0]"
25735.0,"[-9567.797855218176, 495.6768040645859, 0.0]","[-0.5824506341996909, -3.66170142993134, 0.0]","[0.004337101689637749, -0.0002263633156933337, 0.0]"
25735.0,"[-9568.380305852375, 492.01510263465457, 0.0]","[-0.578113804118201, -3.661926105550978, 0.0]","[0.004336830081489924, -0.0002246756196377063, 0.0]"
25735.0,"[-9568.958419656494, 488.35317652910356, 0.0]","[-0.5737772436170238, -3.662149093992184, 0.0]","[0.004336560501177242, -0.00022298844120637512, 0.0]"
25735.0,"[-9569.53219690011, 484.6910274351114, 0.0]","[-0.5694409506689584, -3.6623703957686122, 0.0]","[0.004336292948065343, -0.00022130177642802265, 0.0]"
25735.0,"[-9570.10163785078, 481.02865703934276, 0.0]","[-0.5651049232474337, -3.6625900113899466, 0.0]","[0.004336027421524687, -0.00021961562133443515, 0.0]"
25735.0,"[-9570.666742774027, 477.3660670279528, 0.0]","[-0.5607691593265032, -3.662807941361907, 0.0]","[0.004335763920930538, -0.00021792997196047685, 0.0]"
25735.0,"[-9571.227511933354, 473.7032590865909, 0.0]","[-0.5564336568808402, -3.663024186186251, 0.0]","[0.004335502445662964, -0.00021624482434406579, 0.0]"
25735.0,"[-9571.783945590234, 470.04023490040464, 0.0]","[-0.5520984138857334, -3.663238746360777, 0.0]","[0.004335242995106842, -0.0002145601745261498, 0.0]"
